"","housing_median_age","total_rooms","total_bedrooms","households","median_income","median_house_value","ocean_proximity"
"470",46,1267,324,321,2.525,165900,"NEAR BAY"
"471",52,1665,404,372,1.9946,156900,"NEAR BAY"
"472",52,1659,367,346,2.8214,164300,"NEAR BAY"
"473",52,2225,460,430,2.6165,150000,"NEAR BAY"
"474",50,2485,607,563,1.9483,150500,"NEAR BAY"
"475",52,2031,450,445,1.9327,169900,"NEAR BAY"
"476",49,2932,668,608,1.9798,147400,"NEAR BAY"
"477",52,2246,472,449,2.4167,152700,"NEAR BAY"
"478",49,2052,435,414,2.5417,182700,"NEAR BAY"
"479",52,1999,417,358,3.3906,179300,"NEAR BAY"
"480",52,3007,691,636,2.5652,157700,"NEAR BAY"
"481",41,2214,550,568,2.2845,153100,"NEAR BAY"
"482",52,1088,305,267,2.6071,250000,"NEAR BAY"
"483",52,834,186,175,3.15,206300,"NEAR BAY"
"484",52,1769,372,365,2.6914,218800,"NEAR BAY"
"485",52,2307,583,548,1.8447,198200,"NEAR BAY"
"486",35,5161,1744,1742,1.6307,253600,"NEAR BAY"
"487",52,3497,832,794,2.9044,257400,"NEAR BAY"
"488",52,3774,744,679,2.9405,289500,"NEAR BAY"
"489",52,2888,604,538,3.3893,241700,"NEAR BAY"
"490",48,2153,517,459,3.0417,489600,"NEAR BAY"
"491",52,1389,191,202,7.0897,446200,"NEAR BAY"
"492",52,1709,318,295,5.0463,456300,"NEAR BAY"
"493",52,1587,444,449,1.7652,336800,"NEAR BAY"
"494",52,1668,225,214,7.8521,500001,"NEAR BAY"
"495",52,3726,474,496,9.3959,500001,"NEAR BAY"
"496",52,4048,663,590,5.3794,376900,"NEAR BAY"
"497",52,3618,768,755,3.2619,309600,"NEAR BAY"
"498",52,4076,920,815,2.7054,182300,"NEAR BAY"
"499",47,2077,400,326,2.2431,172700,"NEAR BAY"
"500",50,1279,300,255,1.9028,150800,"NEAR BAY"
"501",52,1974,426,363,1.5817,153600,"NEAR BAY"
"502",52,335,83,77,2.2841,106300,"NEAR BAY"
"503",47,1375,307,319,1.3785,142300,"NEAR BAY"
"504",52,610,145,132,2.9018,119400,"NEAR BAY"
"505",44,1025,198,204,1.73,147900,"NEAR BAY"
"506",48,2063,484,466,2.2625,132900,"NEAR BAY"
"507",35,1872,419,414,2.2106,132500,"NEAR BAY"
"508",52,3108,813,765,2.6997,126900,"NEAR BAY"
"509",14,7355,2408,2051,4.0018,143800,"NEAR BAY"
"510",52,2990,379,361,7.8772,500001,"NEAR BAY"
"511",39,2492,310,315,11.8603,500001,"NEAR BAY"
"512",42,2991,335,335,13.499,500001,"NEAR BAY"
"513",52,3242,366,352,12.2138,500001,"NEAR BAY"
"514",52,3051,381,369,8.1872,466100,"NEAR BAY"
"515",52,3494,396,383,12.3804,500001,"NEAR BAY"
"516",52,1757,246,227,5.8948,457800,"NEAR BAY"
"517",52,2449,312,316,8.1194,471600,"NEAR BAY"
"518",52,1611,203,179,8.7477,500001,"NEAR BAY"
"519",52,3665,517,520,6.155,398600,"NEAR BAY"
"520",52,2474,403,398,5.883,340700,"NEAR BAY"
"521",52,3037,516,518,5.2128,289900,"NEAR BAY"
"522",52,2269,323,321,4.7188,335300,"NEAR BAY"
"523",52,1316,177,162,5.2915,333000,"NEAR BAY"
"524",52,1153,235,223,2.6411,241000,"NEAR BAY"
"525",52,772,179,160,3.3214,189600,"NEAR BAY"
"526",52,1711,386,373,3.6417,206300,"NEAR BAY"
"527",52,2650,566,567,3.0161,215700,"NEAR BAY"
"528",52,1038,220,215,3.1771,210200,"NEAR BAY"
"529",52,1527,320,264,3.4531,208800,"NEAR BAY"
"530",52,859,157,158,4.3098,197900,"NEAR BAY"
"531",52,970,217,208,3.3438,201300,"NEAR BAY"
"532",52,1045,239,216,2.9213,190800,"NEAR BAY"
"533",52,1408,280,265,2.6806,207900,"NEAR BAY"
"534",52,1222,264,265,3.7708,215300,"NEAR BAY"
"535",45,1169,263,286,3.9444,212900,"NEAR BAY"
"536",13,2020,535,486,5.2601,292700,"NEAR BAY"
"537",30,4145,869,855,2.5444,275000,"NEAR BAY"
"538",42,2038,368,355,2.6447,2e+05,"NEAR BAY"
"539",29,5154,1094.5,1273,2.5762,173400,"NEAR BAY"
"540",42,1241,309,300,1.9427,102200,"NEAR BAY"
"541",52,1468,363,347,2.9688,220800,"NEAR BAY"
"542",27,3997,1073,966,3.75,242800,"NEAR BAY"
"543",18,2873,763,663,5.1702,265400,"NEAR BAY"
"544",50,1487,306,327,2.5139,219000,"NEAR BAY"
"545",52,1670,350,299,2.9732,282100,"NEAR BAY"
"546",52,2252,388,434,5.5337,372000,"NEAR BAY"
"547",52,1731,377,363,4.1667,225800,"NEAR BAY"
"548",52,1710,481,457,2.7115,220800,"NEAR BAY"
"549",52,2388,559,518,3.3269,234500,"NEAR BAY"
"550",52,2156,458,445,3.2685,254200,"NEAR BAY"
"551",52,1565,315,297,4.7778,351800,"NEAR BAY"
"552",52,1704,371,340,4.226,275000,"NEAR BAY"
"553",52,1210,168,172,3.3571,405400,"NEAR BAY"
"554",52,2097,444,413,2.9899,228100,"NEAR BAY"
"555",52,1848,479,477,2.875,234000,"NEAR BAY"
"556",43,955,284,266,2.3882,162500,"NEAR BAY"
"557",43,4329,1110,1053,2.975,243400,"NEAR BAY"
"558",52,3011,542,535,5.1039,273800,"NEAR BAY"
"559",52,1049,185,176,4.1458,248500,"NEAR BAY"
"560",52,2504,516,472,3.4762,244000,"NEAR BAY"
"561",52,1846,471,446,2.6833,240900,"NEAR BAY"
"562",52,1705,246,253,5.75,306300,"NEAR BAY"
"563",50,1542,289,268,3.9632,240000,"NEAR BAY"
"564",45,891,193,146,4.9489,247100,"NEAR BAY"
"565",27,4051,753,797,4.8711,286600,"NEAR BAY"
"566",52,2646,581,522,3.0718,266700,"NEAR BAY"
"567",49,2428,525,492,3.6719,229800,"NEAR BAY"
"568",52,2567,436,415,4.6094,229300,"NEAR BAY"
"569",21,7031,1249,1235,4.5213,228400,"NEAR BAY"
"570",25,1914,365,390,4.4562,206200,"NEAR BAY"
"571",5,18634,2885,2718,7.611,350700,"NEAR BAY"
"572",31,5785,1379,1312,3.2689,231000,"NEAR BAY"
"573",52,2876,648,632,3.567,252900,"NEAR BAY"
"574",28,6909,1554,1484,3.6875,353900,"NEAR BAY"
"575",23,5679,1270,1151,4.7695,291700,"NEAR BAY"
"576",20,1156,365,326,3.1972,1e+05,"NEAR BAY"
"577",12,14316,2045,2007,7.2634,341600,"NEAR BAY"
"578",5,3596,467,512,7.0568,412500,"NEAR BAY"
"579",36,3541,570,529,4.635,248600,"NEAR BAY"
"580",40,1808,302,270,5.3015,254900,"NEAR BAY"
"581",36,2879,480,455,4.9801,241500,"NEAR BAY"
"582",26,3204,477,484,5.4834,295200,"NEAR BAY"
"583",31,3866,531,521,6.187,340400,"NEAR BAY"
"584",32,2476,368,367,5.6194,274700,"NEAR BAY"
"585",35,2211,350,365,5.4639,238600,"NEAR BAY"
"586",35,2663,387,367,5.1498,266400,"NEAR BAY"
"587",30,2599,366,350,5.8382,330200,"NEAR BAY"
"588",36,4569,824,819,4.65,206800,"NEAR BAY"
"589",25,2973,622,595,4.3819,209200,"NEAR BAY"
"590",30,3115,625,568,3.7222,195800,"NEAR BAY"
"591",31,1843,282,269,5.2855,253500,"NEAR BAY"
"592",31,2053,336,329,4.3375,241800,"NEAR BAY"
"593",27,6740,1073,1035,5.2131,252500,"NEAR BAY"
"594",30,1751,269,263,6.005,263900,"NEAR BAY"
"595",38,1663,295,301,5.0519,227000,"NEAR BAY"
"596",38,3716,657,652,4.8237,220900,"NEAR BAY"
"597",32,2718,447,410,5.2497,259300,"NEAR BAY"
"598",39,1420,272,277,4.125,232500,"NEAR BAY"
"599",37,1893,310,315,4.6005,231600,"NEAR BAY"
"600",33,3906,790,770,3.5187,209400,"NEAR BAY"
"601",32,3400,736,694,3,223200,"NEAR BAY"
"602",25,3402,758,710,3.4934,209900,"NEAR BAY"
"603",33,4413,1107,1051,2.9861,208200,"NEAR BAY"
"604",29,2304,618,552,2.5362,203800,"NEAR BAY"
"605",36,2350,499,467,3.3021,195700,"NEAR BAY"
"606",31,5914,1309,1295,3.0964,190500,"NEAR BAY"
"607",43,1575,324,284,2.8512,181000,"NEAR BAY"
"608",42,1414,274,244,3.3478,184900,"NEAR BAY"
"609",37,848,202,205,2.3958,190800,"NEAR BAY"
"610",15,3051,685,668,3.5295,242200,"NEAR BAY"
"611",20,4296,817,800,4.8036,188300,"NEAR BAY"
"612",52,2898,557,550,3.851,183500,"NEAR BAY"
"613",52,1071,201,192,4.0662,204200,"NEAR BAY"
"614",51,2619,403,393,4.6042,251900,"NEAR BAY"
"615",49,1494,316,288,2.2,187500,"NEAR BAY"
"616",52,2260,416,412,4.1164,198200,"NEAR BAY"
"617",52,1394,223,230,3.95,219000,"NEAR BAY"
"618",52,1028,129,143,4.9135,275000,"NEAR BAY"
"619",45,3758,819,736,2.8355,245400,"NEAR BAY"
"620",46,2163,470,435,3.25,177500,"NEAR BAY"
"621",49,1699,408,385,2.8301,171600,"NEAR BAY"
"622",52,1555,289,292,3.7159,183300,"NEAR BAY"
"623",52,1114,206,207,2.5625,175000,"NEAR BAY"
"624",45,1498,313,305,3.8047,156700,"NEAR BAY"
"625",45,726,147,135,3.375,157500,"NEAR BAY"
"626",38,890,200,198,3.244,179800,"NEAR BAY"
"627",36,2639,533,519,4.0268,205500,"NEAR BAY"
"628",35,2562,554,525,3.3906,178900,"NEAR BAY"
"629",36,361,69,58,5.5461,262500,"NEAR BAY"
"630",42,3008,659,664,3.371,165000,"NEAR BAY"
"631",46,1369,284,289,3.5313,159700,"NEAR BAY"
"632",5,1692,398,328,3.663,158300,"NEAR BAY"
"633",38,1007,245,239,2.875,144800,"NEAR BAY"
"634",43,3783,814,789,4.0202,166300,"NEAR BAY"
"635",37,1507,242,253,4.5553,191000,"NEAR BAY"
"636",36,666,132,134,3.4643,175000,"NEAR BAY"
"637",10,2229,601,485,3.3431,137500,"NEAR BAY"
"638",28,2215,587,573,2.1898,141700,"NEAR BAY"
"639",31,1616,372,379,2.9097,210900,"NEAR BAY"
"640",47,1190,251,266,3.375,198300,"NEAR BAY"
"641",29,4169,1047,962,2.8125,157400,"NEAR BAY"
"642",52,2024,320,334,5,264700,"NEAR BAY"
"643",38,1723,394,353,3.0673,218400,"NEAR BAY"
"644",43,2264,390,368,3.8125,235100,"NEAR BAY"
"645",33,1996,268,270,6.9096,341800,"NEAR BAY"
"646",26,2862,394,397,7.912,367300,"NEAR BAY"
"647",35,2183,383,392,3.8393,243500,"NEAR BAY"
"648",35,1037,207,210,4,167900,"NEAR BAY"
"649",25,1134,153,171,6.5095,371200,"NEAR BAY"
"650",39,786,132,132,3.5156,218900,"NEAR BAY"
"651",45,1397,253,248,2.983,202700,"NEAR BAY"
"652",45,2315,451,444,3.524,186200,"NEAR BAY"
"653",44,1613,339,346,3.1103,188900,"NEAR BAY"
"654",44,1421,298,270,3.5781,180000,"NEAR BAY"
"655",18,5778,1526,1352,3.1682,202700,"NEAR BAY"
"656",27,3094,866,789,2.6101,181700,"NEAR BAY"
"657",18,3905,1007,1044,3.6932,166800,"NEAR BAY"
"658",43,3046,557,544,3.4583,183700,"NEAR BAY"
"659",19,3516,710,703,3.9032,218000,"NEAR BAY"
"660",36,998,178,183,4.0208,191500,"NEAR BAY"
"661",36,1464,244,261,3.5547,194700,"NEAR BAY"
"662",17,1463,292,330,4.5859,187200,"NEAR BAY"
"663",21,4124,1054,998,2.6321,223100,"NEAR BAY"
"664",17,2380,769,643,3.395,271300,"NEAR BAY"
"665",36,1266,228,239,3.9702,194100,"NEAR BAY"
"666",36,2239,391,379,5.0043,190400,"NEAR BAY"
"667",38,1571,317,301,4.4659,189100,"NEAR BAY"
"668",38,1246,221,222,3.6625,184600,"NEAR BAY"
"669",36,1501,287,276,3.8864,197300,"NEAR BAY"
"670",36,1468,252,229,3.4583,192600,"NEAR BAY"
"671",36,1118,219,228,3.7813,192200,"NEAR BAY"
"672",36,1097,208,225,2.9917,194600,"NEAR BAY"
"673",36,1719,303,311,4.4375,193500,"NEAR BAY"
"674",24,1755,365,362,4,202600,"NEAR BAY"
"675",16,1687,348,352,2.3869,83300,"NEAR BAY"
"676",24,2262,391,366,4.7609,212600,"NEAR BAY"
"677",5,2087,407,401,5.4858,187800,"NEAR BAY"
"678",36,1480,278,283,4.3971,205700,"NEAR BAY"
"679",36,1545,273,267,4.0109,192900,"NEAR BAY"
"680",35,2632,447,486,4.3864,205200,"NEAR BAY"
"681",30,2261,443,383,4.2841,213400,"NEAR BAY"
"682",39,1670,308,335,5.1312,183600,"NEAR BAY"
"683",37,2141,535,555,2.9958,178400,"NEAR BAY"
"684",27,3337,613,607,3.6364,219200,"NEAR BAY"
"685",31,3184,716,628,2.7955,183100,"NEAR BAY"
"686",44,2341,500,485,2.9507,157100,"NEAR BAY"
"687",30,1197,269,279,3.4375,157800,"NEAR BAY"
"688",34,1131,278,237,2.875,161700,"NEAR BAY"
"689",38,1164,284,289,3.0345,152100,"NEAR BAY"
"690",41,3495,787,750,2.679,144900,"NEAR BAY"
"691",17,2488,617,538,2.9922,179900,"NEAR BAY"
"692",35,2681,508,536,4.1042,179100,"NEAR BAY"
"693",19,2495,635,579,2.5833,159900,"NEAR BAY"
"694",23,1689,461,443,2.1552,161400,"NEAR BAY"
"695",29,1298,306,338,2.3274,170400,"NEAR BAY"
"696",19,2693,789,724,2.4206,137500,"NEAR BAY"
"697",41,746,172,161,3.9063,178400,"NEAR BAY"
"698",37,2444,651,618,2.6464,155200,"NEAR BAY"
"699",42,1472,310,309,3.4643,160900,"NEAR BAY"
"700",10,2227,560,472,2.3973,167300,"NEAR BAY"
"701",20,200,25,31,6.5,340000,"NEAR BAY"
"702",32,1283,194,171,6.0574,431000,"<1H OCEAN"
"703",6,2445,590,573,3.8958,301100,"NEAR BAY"
"704",21,1307,236,249,4.7813,241900,"NEAR BAY"
"705",5,3785,936,792,3.2829,162500,"NEAR BAY"
"706",10,2031,357,352,5.3169,299200,"NEAR BAY"
"707",10,8299,1326,1288,6.2579,315500,"NEAR BAY"
"708",23,7518,1279,1294,5.1701,216800,"NEAR BAY"
"709",36,1815,426,431,3.25,218100,"NEAR BAY"
"710",30,5367,1207,1047,3.1796,170300,"NEAR BAY"
"711",26,1167,370,137,2.4196,275000,"NEAR BAY"
"712",26,2607,682,607,2.6563,184100,"NEAR BAY"
"713",29,493,168,152,0.9637,160000,"NEAR BAY"
"714",48,1252,305,308,2.3357,175000,"NEAR BAY"
"715",41,1382,353,314,3.5114,197500,"NEAR BAY"
"716",43,500,110,120,3.3125,150000,"NEAR BAY"
"717",29,2333,538,540,2.4042,205600,"NEAR BAY"
"718",41,1834,463,467,2.8322,170300,"NEAR BAY"
"719",43,1415,348,293,2.5156,190900,"NEAR BAY"
"720",37,1352,342,324,3.4032,196900,"NEAR BAY"
"721",37,2116,503,448,2.535,174000,"NEAR BAY"
"722",37,1976,481,465,2.5772,170200,"NEAR BAY"
"723",38,1779,413,400,3.0962,180900,"NEAR BAY"
"724",34,3659,897,903,2.9564,150500,"NEAR BAY"
"725",31,1892,428,389,3.125,167100,"NEAR BAY"
"726",35,1958,484,448,2.95,148900,"NEAR BAY"
"727",40,1553,253,267,4.38,196400,"NEAR BAY"
"728",37,2412,394,375,4.0417,191100,"NEAR BAY"
"729",36,2110,389,370,3.8,187500,"NEAR BAY"
"730",45,2179,401,399,3.4839,180600,"NEAR BAY"
"731",45,2457,445,422,4.0588,182800,"NEAR BAY"
"732",44,2147,399,401,4.1974,179300,"NEAR BAY"
"733",43,1676,340,328,3.6,179400,"NEAR BAY"
"734",35,2976,518,538,4.267,210300,"NEAR BAY"
"735",34,3036,533,500,4.2386,192300,"NEAR BAY"
"736",35,2472,398,390,5.5797,198100,"NEAR BAY"
"737",36,1487,249,243,4.0682,196200,"NEAR BAY"
"738",38,2012,347,332,3.1734,181600,"NEAR BAY"
"739",37,3342,666,557,4.7933,186900,"NEAR BAY"
"740",37,3156,534,543,4.8125,188300,"NEAR BAY"
"741",40,1748,318,317,3.8676,184000,"NEAR BAY"
"742",33,3429,681,694,3.9395,184700,"NEAR BAY"
"743",42,3592,703,665,3.2434,179900,"NEAR BAY"
"744",38,1035,247,224,3.0917,167200,"NEAR BAY"
"745",32,3028,811,703,3.0645,165400,"NEAR BAY"
"746",33,2431,655,603,2.7019,154000,"NEAR BAY"
"747",39,2069,500,478,3.1115,153500,"NEAR BAY"
"748",40,1340,313,271,3.4722,135400,"NEAR BAY"
"749",39,1160,259,274,2.2222,158300,"NEAR BAY"
"750",32,2015,318,340,6.1104,240700,"NEAR BAY"
"751",22,3882,816,743,4.2733,180700,"NEAR BAY"
"752",27,3239,671,616,3.2465,230600,"NEAR BAY"
"753",28,2932,739,624,3.2417,210800,"NEAR BAY"
"754",38,2104,409,394,3.875,165300,"NEAR BAY"
"755",29,1694,251,242,6.0501,254200,"NEAR BAY"
"756",18,3000,419,415,6.8233,332600,"NEAR BAY"
"757",23,2419,348,384,6.3501,350000,"NEAR BAY"
"758",28,2280,610,587,2.6719,161200,"NEAR BAY"
"759",21,5031,1168,1042,3.875,179300,"NEAR BAY"
"760",33,1547,372,356,2.5625,154300,"NEAR BAY"
"761",31,3300,790,740,3.016,161800,"NEAR BAY"
"762",17,5018,1439,1299,2.7694,161900,"NEAR BAY"
"763",35,1813,393,374,3.6818,165400,"NEAR BAY"
"764",37,1997,436,437,2.1382,166600,"NEAR BAY"
"765",37,901,191,206,3.7303,149700,"NEAR BAY"
"766",35,686,142,149,3.875,162100,"NEAR BAY"
"767",33,1954,464,448,3.0489,152600,"NEAR BAY"
"768",27,2630,722,634,2.8203,195200,"NEAR BAY"
"769",35,1130,192,184,4.3897,190600,"NEAR BAY"
"770",35,1184,200,194,4.7143,193800,"NEAR BAY"
"771",34,656,115,112,4.6875,200600,"NEAR BAY"
"772",29,2544,643,603,3.2091,150000,"NEAR BAY"
"773",36,1305,225,234,4.275,185300,"NEAR BAY"
"774",36,1755,316,299,4.1302,172700,"NEAR BAY"
"775",35,2843,652,643,3.09,174100,"NEAR BAY"
"776",25,2538,494,501,4.5417,194400,"NEAR BAY"
"777",28,1784,311,278,4.6635,206700,"NEAR BAY"
"778",31,1797,327,319,4.4427,204500,"NEAR BAY"
"779",36,410,76,82,4.5303,175000,"NEAR BAY"
"780",26,162,27,25,2.375,137500,"NEAR BAY"
"781",18,9963,2031,1946,3.8171,187200,"NEAR BAY"
"782",35,2361,458,467,4.5281,173600,"NEAR BAY"
"783",19,862,167,183,4.3456,163000,"NEAR BAY"
"784",18,4335,808,734,3.4861,331600,"NEAR BAY"
"785",31,1487,280,301,5.2312,197600,"NEAR BAY"
"786",8,3592,849,746,3.6708,197900,"NEAR BAY"
"787",40,432,102,77,3.8875,228100,"NEAR BAY"
"788",34,1457,242,249,3.9167,189500,"NEAR BAY"
"789",32,1578,284,292,3.9063,184200,"NEAR BAY"
"790",29,2172,435,408,3.7895,180900,"NEAR BAY"
"791",36,1340,245,248,3.8,172000,"NEAR BAY"
"792",36,1116,199,226,5.7309,177900,"NEAR BAY"
"793",36,1885,307,271,4.1141,173100,"NEAR BAY"
"794",36,1180,212,200,5.2838,172600,"NEAR BAY"
"795",30,5267,1253,1113,3.3479,182100,"NEAR BAY"
"796",23,1897,440,418,3.142,179500,"NEAR BAY"
"797",31,767,171,185,3.7614,176000,"NEAR BAY"
"798",33,691,127,149,4.25,192600,"NEAR BAY"
"799",36,786,133,160,3.9338,182700,"NEAR BAY"
"800",22,5861,1516,1463,2.5158,134900,"NEAR BAY"
"801",27,2784,723,693,2.4808,157600,"NEAR BAY"
"802",25,4524,860,862,4.7083,190900,"NEAR BAY"
"803",37,1468,304,282,4.1652,158200,"NEAR BAY"
"804",20,1655,450,430,3.5541,350000,"NEAR BAY"
"805",33,1227,286,291,3.8036,158200,"NEAR BAY"
"806",33,1160,252,220,3.8259,146100,"NEAR BAY"
"807",33,952,172,159,3.2331,226700,"NEAR BAY"
"808",35,2072,352,350,4.7109,198700,"NEAR BAY"
"809",32,2964,547,527,4.2468,221200,"NEAR BAY"
"810",35,1032,173,176,6.396,208500,"NEAR BAY"
"811",35,657,118,134,3.8125,204200,"NEAR BAY"
"812",32,1540,324,302,3.2857,193200,"NEAR BAY"
"813",35,1298,236,204,3.8929,209500,"NEAR BAY"
"814",36,1409,271,281,3.7262,164900,"NEAR BAY"
"815",37,1383,259,241,4.0125,161400,"NEAR BAY"
"816",36,1151,216,215,4.1719,187000,"NEAR BAY"
"817",35,899,179,185,4.2857,190400,"NEAR BAY"
"818",37,1793,364,346,3.6458,156600,"NEAR BAY"
"819",17,2485,518,550,2.6875,157300,"NEAR BAY"
"820",35,1931,376,337,3.7292,168100,"NEAR BAY"
"821",24,2329,465,453,4.5913,177600,"NEAR BAY"
"822",12,6711,1374,1289,3.8625,208900,"NEAR BAY"
"823",23,1939,356,364,3.3611,169200,"NEAR BAY"
"824",16,1642,346,351,2.8971,163900,"NEAR BAY"
"825",34,1619,293,310,4.0326,164700,"NEAR BAY"
"826",35,517,108,107,4.0682,156900,"NEAR BAY"
"827",36,1570,274,249,5.3644,168800,"NEAR BAY"
"828",35,1213,221,243,4.7019,174100,"NEAR BAY"
"829",27,1826,309,313,5.64,206500,"NEAR BAY"
"830",26,2261,443,395,3.7931,203900,"NEAR BAY"
"831",9,3666,711,703,4.6458,217000,"<1H OCEAN"
"832",36,1633,345,338,3.694,159600,"NEAR BAY"
"833",31,2155,522,437,2.652,159800,"NEAR BAY"
"834",32,1295,280,300,3.5,154300,"NEAR BAY"
"835",32,1295,295,328,3.2386,149600,"NEAR BAY"
"836",33,1518,302,268,5.097,188600,"NEAR BAY"
"837",17,3314,638,602,4.3875,238500,"NEAR BAY"
"838",22,3009,497,514,4.625,235300,"NEAR BAY"
"839",6,2605,474,433,5.0406,261400,"NEAR BAY"
"840",17,5159,832,817,5.8704,234400,"NEAR BAY"
"841",18,1726,276,310,5.3226,231700,"NEAR BAY"
"842",16,1816,365,355,4.235,156300,"NEAR BAY"
"843",13,2578,551,528,4.825,222000,"NEAR BAY"
"844",15,2576,418,410,5.5218,254400,"NEAR BAY"
"845",16,1644,251,267,6.5116,244300,"NEAR BAY"
"846",16,1606,240,268,6.0661,247000,"NEAR BAY"
"847",16,3349,544,488,6.0074,236500,"NEAR BAY"
"848",15,3475,686,653,4.6211,151400,"NEAR BAY"
"849",16,1893,338,344,5.225,213700,"NEAR BAY"
"850",14,1727,302,273,5.3428,243600,"NEAR BAY"
"851",15,6243,1273,1274,3.7462,212500,"NEAR BAY"
"852",24,2077,383,389,4.5721,214700,"NEAR BAY"
"853",18,1165,333,319,3.6923,213200,"NEAR BAY"
"854",16,4371,889,817,4.6786,256000,"NEAR BAY"
"855",2,838,295,149,2.875,237500,"NEAR BAY"
"856",15,3052,760,728,3.3617,178100,"NEAR BAY"
"857",17,4313,717,721,5.7579,231800,"NEAR BAY"
"858",36,385,94,92,2.9706,147900,"NEAR BAY"
"859",10,3046,678,628,3.9022,191700,"NEAR BAY"
"860",21,4342,783,789,4.6146,247600,"<1H OCEAN"
"861",15,3575,597,559,5.7192,283500,"<1H OCEAN"
"862",20,4126,1031,975,3.6832,216900,"<1H OCEAN"
"863",31,2878,478,485,6.2073,282500,"<1H OCEAN"
"864",6,4405,717,688,5.8151,295600,"<1H OCEAN"
"865",14,16199,2993,2847,5.8322,281800,"NEAR BAY"
"866",14,14917,2708,2606,5.6277,269800,"NEAR BAY"
"867",12,5719,1064,1057,5.2879,231200,"NEAR BAY"
"868",8,8647,1407,1379,6.5615,318300,"NEAR BAY"
"869",15,8112,1376,1348,5.6758,253400,"NEAR BAY"
"870",7,10648,1818,1797,6.1047,278200,"NEAR BAY"
"871",5,1150,311,245,3.5714,3e+05,"<1H OCEAN"
"872",3,14014,2861,2753,6.0824,273500,"NEAR BAY"
"873",23,4332,857,829,4.3594,223400,"NEAR BAY"
"874",35,1716,312,316,5.5737,214500,"NEAR BAY"
"875",31,4981,964,924,4.8962,220200,"NEAR BAY"
"876",24,8444,1492,1491,4.6978,240300,"NEAR BAY"
"877",6,3028,778,736,4.4259,158000,"NEAR BAY"
"878",26,2068,532,495,3.3008,224200,"NEAR BAY"
"879",33,1325,274,267,4.5687,177200,"NEAR BAY"
"880",24,2563,485,501,3.8179,216100,"NEAR BAY"
"881",18,5505,1005,971,5,269700,"<1H OCEAN"
"882",20,6462,1294,1235,4.3393,231200,"<1H OCEAN"
"883",4,3746,993,838,4.1387,162500,"<1H OCEAN"
"884",13,8918,1823,1772,4.8052,254000,"<1H OCEAN"
"885",31,1949,344,322,4.6349,196200,"<1H OCEAN"
"886",17,4924,1247,1182,3.168,189400,"<1H OCEAN"
"887",17,5133,1375,1339,3.1326,220800,"<1H OCEAN"
"888",16,6647,2098,1903,2.9074,213800,"<1H OCEAN"
"889",15,5674,748,714,8.3996,442900,"<1H OCEAN"
"890",21,10687,1540,1520,6.6478,333400,"<1H OCEAN"
"891",25,1354,192,220,6.629,352400,"<1H OCEAN"
"892",27,3715,526,538,6.2179,305300,"<1H OCEAN"
"893",33,2095,342,304,5.761,259600,"<1H OCEAN"
"894",29,3517,645,585,4.6641,248900,"<1H OCEAN"
"895",31,2537,382,410,6.7599,356000,"<1H OCEAN"
"896",14,5106,1207,1108,3.9909,236000,"<1H OCEAN"
"897",23,2215,475,492,4.2955,218800,"<1H OCEAN"
"898",28,2949,529,545,4.9615,228000,"<1H OCEAN"
"899",18,2375,652,586,2.6198,235900,"<1H OCEAN"
"900",28,2312,496,467,4.7135,203200,"<1H OCEAN"
"901",35,2277,420,413,4.75,197000,"<1H OCEAN"
"902",26,2506,387,406,5.4299,236400,"<1H OCEAN"
"903",28,2829,566,540,4.6,223200,"<1H OCEAN"
"904",26,3179,703,639,4.1947,222700,"<1H OCEAN"
"905",26,2332,371,404,5.388,225000,"<1H OCEAN"
"906",18,3584,715,661,3.9444,240100,"<1H OCEAN"
"907",28,3046,507,516,5.3283,227900,"<1H OCEAN"
"908",28,2414,415,453,4.8403,268600,"<1H OCEAN"
"909",29,4133,744,749,5.1616,275100,"<1H OCEAN"
"910",34,2791,495,468,4.9167,256300,"NEAR BAY"
"911",27,6103,1249,1134,4.1591,332400,"<1H OCEAN"
"912",32,2572,406,395,5,287600,"NEAR BAY"
"913",26,1910,371,357,5.8325,298900,"<1H OCEAN"
"914",27,1890,303,314,5.7057,287600,"NEAR BAY"
"915",25,5405,939,923,5.0423,222200,"<1H OCEAN"
"916",26,3761,623,613,4.5317,232600,"<1H OCEAN"
"917",25,3333,511,504,5.4359,258300,"<1H OCEAN"
"918",23,4925,948,894,5.0824,230900,"<1H OCEAN"
"919",33,3994,764,763,5.2308,196900,"<1H OCEAN"
"920",22,5811,1125,1086,4.4107,223500,"<1H OCEAN"
"921",26,4211,741,734,5.2396,223900,"<1H OCEAN"
"922",27,5532,973,960,4.7478,243500,"<1H OCEAN"
"923",7,28258,3864,3701,8.4045,451100,"<1H OCEAN"
"924",9,4909,577,591,9.7194,500001,"<1H OCEAN"
"925",10,7441,1588,1466,5.1643,193100,"<1H OCEAN"
"926",23,4314,676,623,5.3813,264400,"<1H OCEAN"
"927",26,2016,322,357,6.0878,246900,"<1H OCEAN"
"928",13,5377,744,760,6.868,337300,"<1H OCEAN"
"929",22,9167,1373,1404,6.992,284800,"NEAR BAY"
"930",26,3087,532,483,4.9118,217300,"NEAR BAY"
"931",23,3170,532,515,4.4357,291700,"NEAR BAY"
"932",26,2145,369,377,4.9464,223800,"NEAR BAY"
"933",25,4209,731,703,5.2882,223100,"NEAR BAY"
